SAMPLE                                        GENE      M2_START    M2_END M2_STR  MF_START    MF_END MF_STR   ΔSTART     ΔEND  MATCH
----------------------------------------------------------------------------------------------------------------------------------
FraBlu-LuIta-10-m-2025-25                     ND6          13837     14346      -      2181      2633      +   -11656   -11713   DIFF
FraBlu-LuIta-14-m-2025-29                     ATP6          7573      8247      -      8223      8897      +      650      650   DIFF
FraBlu-LuIta-14-m-2025-29                     ATP8          8241      8396      -      8074      8229      +     -167     -167   DIFF
FraBlu-LuIta-14-m-2025-29                     CYTB           841      1974      -     14496     15629      +    13655    13655   DIFF
FraBlu-LuIta-14-m-2025-29                     COX1          9270     10814      -      5638      7200      +    -3632    -3614   DIFF
FraBlu-LuIta-14-m-2025-29                     COX2          8496      9209      -      7261      7938      +    -1235    -1271   DIFF
FraBlu-LuIta-14-m-2025-29                     COX3          6787      7573      -      8897      9679      +     2110     2106   DIFF
FraBlu-LuIta-14-m-2025-29                     ND1          16293     17228      +     15711     16469      -     -582     -759   DIFF
FraBlu-LuIta-14-m-2025-29                     ND2          11065     12072      -      4389      5405      +    -6676    -6667   DIFF
FraBlu-LuIta-14-m-2025-29                     ND3           6372      6725      -      9745     10098      +     3373     3373   DIFF
FraBlu-LuIta-14-m-2025-29                     ND4           2889      4217      +     12253     13581      -     9364     9364   DIFF
FraBlu-LuIta-14-m-2025-29                     ND4L          2605      2895      +     13575     13865      -    10970    10970   DIFF
FraBlu-LuIta-14-m-2025-29                     ND5           4315      6012      +     10458     12101      -     6143     6089   DIFF
FraBlu-LuIta-14-m-2025-29                     ND6           1974      2483      -     14044     14496      +    12070    12013   DIFF
FraBlu-LuIta-4-m-2025-19                      ATP6          7573      8247      -      8223      8897      +      650      650   DIFF
FraBlu-LuIta-4-m-2025-19                      ATP8          8241      8396      -      8074      8229      +     -167     -167   DIFF
FraBlu-LuIta-4-m-2025-19                      CYTB           841      1974      -     14496     15629      +    13655    13655   DIFF
FraBlu-LuIta-4-m-2025-19                      COX1          9270     10814      -      5638      7200      +    -3632    -3614   DIFF
FraBlu-LuIta-4-m-2025-19                      COX2          8496      9209      -      7261      7938      +    -1235    -1271   DIFF
FraBlu-LuIta-4-m-2025-19                      COX3          6787      7573      -      8897      9679      +     2110     2106   DIFF
FraBlu-LuIta-4-m-2025-19                      ND1          16293     17228      +     15711     16469      -     -582     -759   DIFF
FraBlu-LuIta-4-m-2025-19                      ND2          11065     12072      -      4389      5405      +    -6676    -6667   DIFF
FraBlu-LuIta-4-m-2025-19                      ND3           6372      6725      -      9745     10098      +     3373     3373   DIFF
FraBlu-LuIta-4-m-2025-19                      ND4           2889      4217      +     12253     13581      -     9364     9364   DIFF
FraBlu-LuIta-4-m-2025-19                      ND4L          2605      2895      +     13575     13865      -    10970    10970   DIFF
FraBlu-LuIta-4-m-2025-19                      ND5           4315      6012      +     10458     12101      -     6143     6089   DIFF
FraBlu-LuIta-4-m-2025-19                      ND6           1974      2483      -     14044     14496      +    12070    12013   DIFF
FraPar-LuIta-3-m-2025-3                       ATP6           193       867      -     15614     16288      +    15421    15421   DIFF
FraPar-LuIta-3-m-2025-3                       ATP8           861      1007      -     15474     15620      +    14613    14613   DIFF
FraPar-LuIta-3-m-2025-3                       CYTB          9939     11072      -      5409      6542      +    -4530    -4530   DIFF
FraPar-LuIta-3-m-2025-3                       COX1          1890      3434      -     13029     14591      +    11139    11157   DIFF
FraPar-LuIta-3-m-2025-3                       COX2          1116      1829      -     14652     15329      +    13536    13500   DIFF
FraPar-LuIta-3-m-2025-3                       COX3         15887     16673      -         3       590      +   -15884   -16083   DIFF
FraPar-LuIta-3-m-2025-3                       ND1           8921      9856      +      6625      7575      -    -2296    -2281   DIFF
FraPar-LuIta-3-m-2025-3                       ND2           3687      4694      -     11778     12794      +     8091     8100   DIFF
FraPar-LuIta-3-m-2025-3                       ND3          15472     15825      -       656      1009      +   -14816   -14816   DIFF
FraPar-LuIta-3-m-2025-3                       ND4          11987     13315      +      3166      4494      -    -8821    -8821   DIFF
FraPar-LuIta-3-m-2025-3                       ND4L         11703     11993      +      4488      4778      -    -7215    -7215   DIFF
FraPar-LuIta-3-m-2025-3                       ND5          13413     15137      +      1374      3014      -   -12039   -12123   DIFF
FraPar-LuIta-3-m-2025-3                       ND6          11072     11581      -      4957      5409      +    -6115    -6172   DIFF
FraPar-LuIta-8-m-2025-8                       ATP6          6225      6899      -      9582     10256      +     3357     3357   DIFF
FraPar-LuIta-8-m-2025-8                       ATP8          6893      7039      -      9442      9588      +     2549     2549   DIFF
FraPar-LuIta-8-m-2025-8                       CYTB         15971     17104      -     15857     16480      +     -114     -624   DIFF
FraPar-LuIta-8-m-2025-8                       COX1          7922      9466      -      6997      8559      +     -925     -907   DIFF
FraPar-LuIta-8-m-2025-8                       COX2          7148      7861      -      8620      9297      +     1472     1436   DIFF
FraPar-LuIta-8-m-2025-8                       COX3          5439      6225      -     10256     11038      +     4817     4813   DIFF
FraPar-LuIta-8-m-2025-8                       ND1          14953     15888      +       593      1543      -   -14360   -14345   DIFF
FraPar-LuIta-8-m-2025-8                       ND2           9718     10725      -      5747      6763      +    -3971    -3962   DIFF
FraPar-LuIta-8-m-2025-8                       ND3           5024      5377      -     11104     11457      +     6080     6080   DIFF
FraPar-LuIta-8-m-2025-8                       ND4           1539      2867      +     13614     14942      -    12075    12075   DIFF
FraPar-LuIta-8-m-2025-8                       ND4L          1255      1545      +     14936     15226      -    13681    13681   DIFF
FraPar-LuIta-8-m-2025-8                       ND5           2965      4689      +     11822     13462      -     8857     8773   DIFF
FraPar-LuIta-8-m-2025-8                       ND6            624      1133      -     15405     15857      +    14781    14724   DIFF
FraPar-LuIta-9-m-2025-9                       ATP6          6973      7647      -      8834      9508      +     1861     1861   DIFF
FraPar-LuIta-9-m-2025-9                       ATP8          7641      7787      -      8694      8840      +     1053     1053   DIFF
FraPar-LuIta-9-m-2025-9                       CYTB           239      1372      -     15109     16242      +    14870    14870   DIFF
FraPar-LuIta-9-m-2025-9                       COX1          8670     10214      -      6249      7811      +    -2421    -2403   DIFF
FraPar-LuIta-9-m-2025-9                       COX2          7896      8609      -      7872      8549      +      -24      -60   DIFF
FraPar-LuIta-9-m-2025-9                       COX3          6187      6973      -      9508     10290      +     3321     3317   DIFF
FraPar-LuIta-9-m-2025-9                       ND1          15701     16636      +         1       795      -   -15700   -15841   DIFF
FraPar-LuIta-9-m-2025-9                       ND2          10466     11473      -      4999      6015      +    -5467    -5458   DIFF
FraPar-LuIta-9-m-2025-9                       ND3           5772      6125      -     10356     10709      +     4584     4584   DIFF
FraPar-LuIta-9-m-2025-9                       ND4           2287      3615      +     12866     14194      -    10579    10579   DIFF
FraPar-LuIta-9-m-2025-9                       ND4L          2003      2293      +     14188     14478      -    12185    12185   DIFF
FraPar-LuIta-9-m-2025-9                       ND5           3713      5437      +     11074     12714      -     7361     7277   DIFF
FraPar-LuIta-9-m-2025-9                       ND6           1372      1881      -     14657     15109      +    13285    13228   DIFF
ItPie-LuLus-17-m-2022-2                       ATP6          1694      2368      -     14103     14777      +    12409    12409   DIFF
ItPie-LuLus-17-m-2022-2                       ATP8          2362      2517      -     13954     14109      +    11592    11592   DIFF
ItPie-LuLus-17-m-2022-2                       CYTB         11432     12565      -      3906      5039      +    -7526    -7526   DIFF
ItPie-LuLus-17-m-2022-2                       COX1          3391      4935      -     11518     13080      +     8127     8145   DIFF
ItPie-LuLus-17-m-2022-2                       COX2          2617      3330      -     13141     13818      +    10524    10488   DIFF
ItPie-LuLus-17-m-2022-2                       COX3           908      1694      -     14777     15559      +    13869    13865   DIFF
ItPie-LuLus-17-m-2022-2                       ND1          10415     11350      +      5121      6071      -    -5294    -5279   DIFF
ItPie-LuLus-17-m-2022-2                       ND2           5186      6193      -     10269     11285      +     5083     5092   DIFF
ItPie-LuLus-17-m-2022-2                       ND3            493       846      -     15625     15978      +    15132    15132   DIFF
ItPie-LuLus-17-m-2022-2                       ND4          13480     14808      +      1663      2991      -   -11817   -11817   DIFF
ItPie-LuLus-17-m-2022-2                       ND4L         13196     13486      +      2985      3275      -   -10211   -10211   DIFF
ItPie-LuLus-17-m-2022-2                       ND5          14906     16603      +         3      1511      -   -14903   -15092   DIFF
ItPie-LuLus-17-m-2022-2                       ND6          12565     13074      -      3454      3906      +    -9111    -9168   DIFF
ItPie-LuLus-20-m-2022-5                       ATP6          8802      9476      -      6995      7669      +    -1807    -1807   DIFF
ItPie-LuLus-20-m-2022-5                       ATP8          9470      9625      -      6846      7001      +    -2624    -2624   DIFF
ItPie-LuLus-20-m-2022-5                       CYTB          2070      3203      -     13268     14401      +    11198    11198   DIFF
ItPie-LuLus-20-m-2022-5                       COX1         10499     12043      -      4410      5972      +    -6089    -6071   DIFF
ItPie-LuLus-20-m-2022-5                       COX2          9725     10438      -      6033      6710      +    -3692    -3728   DIFF
ItPie-LuLus-20-m-2022-5                       COX3          8016      8802      -      7669      8451      +     -347     -351   DIFF
ItPie-LuLus-20-m-2022-5                       ND1           1053      1988      +     14483     15433      -    13430    13445   DIFF
ItPie-LuLus-20-m-2022-5                       ND2          12294     13301      -      3161      4177      +    -9133    -9124   DIFF
ItPie-LuLus-20-m-2022-5                       ND3           7601      7954      -      8517      8870      +      916      916   DIFF
ItPie-LuLus-20-m-2022-5                       ND4           4118      5446      +     11025     12353      -     6907     6907   DIFF
ItPie-LuLus-20-m-2022-5                       ND4L          3834      4124      +     12347     12637      -     8513     8513   DIFF
ItPie-LuLus-20-m-2022-5                       ND5           5544      7241      +      9230     10873      -     3686     3632   DIFF
ItPie-LuLus-20-m-2022-5                       ND6           3203      3712      -     12816     13268      +     9613     9556   DIFF
ItPie-LuLus-24-m-2022-9                       ATP6         10849     11523      -      4947      5621      +    -5902    -5902   DIFF
ItPie-LuLus-24-m-2022-9                       ATP8         11517     11672      -      4798      4953      +    -6719    -6719   DIFF
ItPie-LuLus-24-m-2022-9                       CYTB          4117      5250      -     11220     12353      +     7103     7103   DIFF
ItPie-LuLus-24-m-2022-9                       COX1         12546     14090      -      2362      3924      +   -10184   -10166   DIFF
ItPie-LuLus-24-m-2022-9                       COX2         11772     12485      -      3985      4662      +    -7787    -7823   DIFF
ItPie-LuLus-24-m-2022-9                       COX3         10063     10849      -      5621      6403      +    -4442    -4446   DIFF
ItPie-LuLus-24-m-2022-9                       ND1           3100      4035      +     12435     13385      -     9335     9350   DIFF
ItPie-LuLus-24-m-2022-9                       ND2          14341     15348      -      1113      2129      +   -13228   -13219   DIFF
ItPie-LuLus-24-m-2022-9                       ND3           9648     10001      -      6469      6822      +    -3179    -3179   DIFF
ItPie-LuLus-24-m-2022-9                       ND4           6165      7493      +      8977     10305      -     2812     2812   DIFF
ItPie-LuLus-24-m-2022-9                       ND4L          5881      6171      +     10299     10589      -     4418     4418   DIFF
ItPie-LuLus-24-m-2022-9                       ND5           7591      9288      +      7182      8825      -     -409     -463   DIFF
ItPie-LuLus-24-m-2022-9                       ND6           5250      5759      -     10768     11220      +     5518     5461   DIFF
ItSal-LuLus-2-f-2022-2                        ATP6           285       959      -     15522     16196      +    15237    15237   DIFF
ItSal-LuLus-2-f-2022-2                        ATP8           953      1099      -     15382     15528      +    14429    14429   DIFF
ItSal-LuLus-2-f-2022-2                        CYTB         10031     11164      -      5317      6450      +    -4714    -4714   DIFF
ItSal-LuLus-2-f-2022-2                        COX1          1982      3526      -     12937     14499      +    10955    10973   DIFF
ItSal-LuLus-2-f-2022-2                        COX2          1208      1921      -     14560     15237      +    13352    13316   DIFF
ItSal-LuLus-2-f-2022-2                        COX3         15979     16765      -         1       498      +   -15978   -16267   DIFF
ItSal-LuLus-2-f-2022-2                        ND1           9013      9948      +      6533      7483      -    -2480    -2465   DIFF
ItSal-LuLus-2-f-2022-2                        ND2           3779      4786      -     11686     12702      +     7907     7916   DIFF
ItSal-LuLus-2-f-2022-2                        ND3          15564     15917      -       564       917      +   -15000   -15000   DIFF
ItSal-LuLus-2-f-2022-2                        ND4          12079     13407      +      3074      4402      -    -9005    -9005   DIFF
ItSal-LuLus-2-f-2022-2                        ND4L         11795     12085      +      4396      4686      -    -7399    -7399   DIFF
ItSal-LuLus-2-f-2022-2                        ND5          13505     15229      +      1282      2922      -   -12223   -12307   DIFF
ItSal-LuLus-2-f-2022-2                        ND6          11164     11673      -      4865      5317      +    -6299    -6356   DIFF
ItSal-LuLus-6-m-2022-6                        ATP6         12138     12812      -      3669      4343      +    -8469    -8469   DIFF
ItSal-LuLus-6-m-2022-6                        ATP8         12806     12952      -      3529      3675      +    -9277    -9277   DIFF
ItSal-LuLus-6-m-2022-6                        CYTB          5404      6537      -      9944     11077      +     4540     4540   DIFF
ItSal-LuLus-6-m-2022-6                        COX1         13835     15379      -      1084      2646      +   -12751   -12733   DIFF
ItSal-LuLus-6-m-2022-6                        COX2         13061     13774      -      2707      3384      +   -10354   -10390   DIFF
ItSal-LuLus-6-m-2022-6                        COX3         11352     12138      -      4343      5125      +    -7009    -7013   DIFF
ItSal-LuLus-6-m-2022-6                        ND1           4386      5321      +     11160     12110      -     6774     6789   DIFF
ItSal-LuLus-6-m-2022-6                        ND2          15632     16639      -         1       849      +   -15631   -15790   DIFF
ItSal-LuLus-6-m-2022-6                        ND3          10937     11290      -      5191      5544      +    -5746    -5746   DIFF
ItSal-LuLus-6-m-2022-6                        ND4           7452      8780      +      7701      9029      -      249      249   DIFF
ItSal-LuLus-6-m-2022-6                        ND4L          7168      7458      +      9023      9313      -     1855     1855   DIFF
ItSal-LuLus-6-m-2022-6                        ND5           8878     10602      +      5909      7549      -    -2969    -3053   DIFF
ItSal-LuLus-6-m-2022-6                        ND6           6537      7046      -      9492      9944      +     2955     2898   DIFF
ItSal-LuLus-8-m-2022-8                        ATP6         11083     11757      -      4724      5398      +    -6359    -6359   DIFF
ItSal-LuLus-8-m-2022-8                        ATP8         11751     11897      -      4584      4730      +    -7167    -7167   DIFF
ItSal-LuLus-8-m-2022-8                        CYTB          4349      5482      -     10999     12132      +     6650     6650   DIFF
ItSal-LuLus-8-m-2022-8                        COX1         12780     14324      -      2139      3701      +   -10641   -10623   DIFF
ItSal-LuLus-8-m-2022-8                        COX2         12006     12719      -      3762      4439      +    -8244    -8280   DIFF
ItSal-LuLus-8-m-2022-8                        COX3         10297     11083      -      5398      6180      +    -4899    -4903   DIFF
ItSal-LuLus-8-m-2022-8                        ND1           3331      4266      +     12215     13165      -     8884     8899   DIFF
ItSal-LuLus-8-m-2022-8                        ND2          14577     15584      -       888      1904      +   -13689   -13680   DIFF
ItSal-LuLus-8-m-2022-8                        ND3           9882     10235      -      6246      6599      +    -3636    -3636   DIFF
ItSal-LuLus-8-m-2022-8                        ND4           6397      7725      +      8756     10084      -     2359     2359   DIFF
ItSal-LuLus-8-m-2022-8                        ND4L          6113      6403      +     10078     10368      -     3965     3965   DIFF
ItSal-LuLus-8-m-2022-8                        ND5           7823      9547      +      6964      8604      -     -859     -943   DIFF
ItSal-LuLus-8-m-2022-8                        ND6           5482      5991      -     10547     10999      +     5065     5008   DIFF
MoDo-LuNov-31-m-2022-1                        ATP6          3307      3984      -     12492     13163      +     9185     9179   DIFF
MoDo-LuNov-31-m-2022-1                        ATP8          3972      4124      -     12346     12498      +     8374     8374   DIFF
MoDo-LuNov-31-m-2022-1                        CYTB         13050     14183      -      2287      3420      +   -10763   -10763   DIFF
MoDo-LuNov-31-m-2022-1                        COX1          5002      6567      -      9903     11468      +     4901     4901   DIFF
MoDo-LuNov-31-m-2022-1                        COX2          4227      4940      -     11530     12207      +     7303     7267   DIFF
MoDo-LuNov-31-m-2022-1                        COX3          2521      3307      -     13163     13945      +    10642    10638   DIFF
MoDo-LuNov-31-m-2022-1                        ND1          12047     12967      +      3503      4453      -    -8544    -8514   DIFF
MoDo-LuNov-31-m-2022-1                        ND2           6794      7768      -      8663      9676      +     1869     1908   DIFF
MoDo-LuNov-31-m-2022-1                        ND3           2106      2459      -     14011     14364      +    11905    11905   DIFF
MoDo-LuNov-31-m-2022-1                        ND4          15093     16431      +        52      1377      -   -15041   -15054   DIFF
MoDo-LuNov-31-m-2022-1                        ND4L         14809     15099      +      1371      1661      -   -13438   -13438   DIFF
MoDo-LuNov-31-m-2022-1                        ND5             29      1747      +     14723     16366      -    14694    14619   DIFF
MoDo-LuNov-31-m-2022-1                        ND6          14183     14686      -      1835      2287      +   -12348   -12399   DIFF
MoDo-LuNov-32-m-2022-2                        ATP6         13363     14040      -      2436      3107      +   -10927   -10933   DIFF
MoDo-LuNov-32-m-2022-2                        ATP8         14028     14180      -      2290      2442      +   -11738   -11738   DIFF
MoDo-LuNov-32-m-2022-2                        CYTB          6637      7770      -      8700      9833      +     2063     2063   DIFF
MoDo-LuNov-32-m-2022-2                        COX1         15058     16623      -         3      1412      +   -15055   -15211   DIFF
MoDo-LuNov-32-m-2022-2                        COX2         14283     14996      -      1474      2151      +   -12809   -12845   DIFF
MoDo-LuNov-32-m-2022-2                        COX3         12577     13363      -      3107      3889      +    -9470    -9474   DIFF
MoDo-LuNov-32-m-2022-2                        ND1           5634      6554      +      9916     10866      -     4282     4312   DIFF
MoDo-LuNov-32-m-2022-2                        ND2            381      1355      -     15076     16089      +    14695    14734   DIFF
MoDo-LuNov-32-m-2022-2                        ND3          12162     12515      -      3955      4308      +    -8207    -8207   DIFF
MoDo-LuNov-32-m-2022-2                        ND4           8680     10018      +      6465      7790      -    -2215    -2228   DIFF
MoDo-LuNov-32-m-2022-2                        ND4L          8396      8686      +      7784      8074      -     -612     -612   DIFF
MoDo-LuNov-32-m-2022-2                        ND5          10085     11803      +      4667      6310      -    -5418    -5493   DIFF
MoDo-LuNov-32-m-2022-2                        ND6           7770      8273      -      8248      8700      +      478      427   DIFF
PoAlf-LuLus-65-m-2022-11                      ATP6         10912     11586      -      4940      5614      +    -5972    -5972   DIFF
PoAlf-LuLus-65-m-2022-11                      ATP8         11580     11735      -      4791      4946      +    -6789    -6789   DIFF
PoAlf-LuLus-65-m-2022-11                      CYTB          4178      5311      -     11215     12348      +     7037     7037   DIFF
PoAlf-LuLus-65-m-2022-11                      COX1         12608     14152      -      2356      3918      +   -10252   -10234   DIFF
PoAlf-LuLus-65-m-2022-11                      COX2         11834     12547      -      3979      4656      +    -7855    -7891   DIFF
PoAlf-LuLus-65-m-2022-11                      COX3         10126     10912      -      5614      6396      +    -4512    -4516   DIFF
PoAlf-LuLus-65-m-2022-11                      ND1           3160      4095      +     12431     13381      -     9271     9286   DIFF
PoAlf-LuLus-65-m-2022-11                      ND2          14404     15411      -      1106      2122      +   -13298   -13289   DIFF
PoAlf-LuLus-65-m-2022-11                      ND3           9711     10064      -      6462      6815      +    -3249    -3249   DIFF
PoAlf-LuLus-65-m-2022-11                      ND4           6226      7554      +      8972     10300      -     2746     2746   DIFF
PoAlf-LuLus-65-m-2022-11                      ND4L          5942      6232      +     10294     10584      -     4352     4352   DIFF
PoAlf-LuLus-65-m-2022-11                      ND5           7641      9350      +      7176      8819      -     -465     -531   DIFF
PoAlf-LuLus-65-m-2022-11                      ND6           5311      5820      -     10763     11215      +     5452     5395   DIFF
PoAlf-LuLus-66-m-2022-12                      ATP6         11031     11705      -      4821      5495      +    -6210    -6210   DIFF
PoAlf-LuLus-66-m-2022-12                      ATP8         11699     11854      -      4672      4827      +    -7027    -7027   DIFF
PoAlf-LuLus-66-m-2022-12                      CYTB          4297      5430      -     11096     12229      +     6799     6799   DIFF
PoAlf-LuLus-66-m-2022-12                      COX1         12727     14271      -      2237      3799      +   -10490   -10472   DIFF
PoAlf-LuLus-66-m-2022-12                      COX2         11953     12666      -      3860      4537      +    -8093    -8129   DIFF
PoAlf-LuLus-66-m-2022-12                      COX3         10245     11031      -      5495      6277      +    -4750    -4754   DIFF
PoAlf-LuLus-66-m-2022-12                      ND1           3279      4214      +     12312     13262      -     9033     9048   DIFF
PoAlf-LuLus-66-m-2022-12                      ND2          14523     15530      -       987      2003      +   -13536   -13527   DIFF
PoAlf-LuLus-66-m-2022-12                      ND3           9830     10183      -      6343      6696      +    -3487    -3487   DIFF
PoAlf-LuLus-66-m-2022-12                      ND4           6345      7673      +      8853     10181      -     2508     2508   DIFF
PoAlf-LuLus-66-m-2022-12                      ND4L          6061      6351      +     10175     10465      -     4114     4114   DIFF
PoAlf-LuLus-66-m-2022-12                      ND5           7760      9469      +      7057      8700      -     -703     -769   DIFF
PoAlf-LuLus-66-m-2022-12                      ND6           5430      5939      -     10644     11096      +     5214     5157   DIFF
PoAlf-LuLus-68-m-2022-14                      ATP6         16012     16686      -         2       514      +   -16010   -16172   DIFF
PoAlf-LuLus-68-m-2022-14                      ATP8           155       310      -     16216     16371      +    16061    16061   DIFF
PoAlf-LuLus-68-m-2022-14                      CYTB          9278     10411      -      6115      7248      +    -3163    -3163   DIFF
PoAlf-LuLus-68-m-2022-14                      COX1          1183      2727      -     13781     15343      +    12598    12616   DIFF
PoAlf-LuLus-68-m-2022-14                      COX2           409      1122      -     15404     16081      +    14995    14959   DIFF
PoAlf-LuLus-68-m-2022-14                      COX3         15226     16012      -       514      1296      +   -14712   -14716   DIFF
PoAlf-LuLus-68-m-2022-14                      ND1           8260      9195      +      7331      8281      -     -929     -914   DIFF
PoAlf-LuLus-68-m-2022-14                      ND2           2979      3986      -     12531     13547      +     9552     9561   DIFF
PoAlf-LuLus-68-m-2022-14                      ND3          14811     15164      -      1362      1715      +   -13449   -13449   DIFF
PoAlf-LuLus-68-m-2022-14                      ND4          11326     12654      +      3872      5200      -    -7454    -7454   DIFF
PoAlf-LuLus-68-m-2022-14                      ND4L         11042     11332      +      5194      5484      -    -5848    -5848   DIFF
PoAlf-LuLus-68-m-2022-14                      ND5          12741     14450      +      2076      3719      -   -10665   -10731   DIFF
PoAlf-LuLus-68-m-2022-14                      ND6          10411     10920      -      5663      6115      +    -4748    -4805   DIFF
PoMon-LuLus-61-m-2022-7                       ATP6         14707     15381      -      1136      1810      +   -13571   -13571   DIFF
PoMon-LuLus-61-m-2022-7                       ATP8         15375     15530      -       987      1142      +   -14388   -14388   DIFF
PoMon-LuLus-61-m-2022-7                       CYTB          7974      9107      -      7410      8543      +     -564     -564   DIFF
PoMon-LuLus-61-m-2022-7                       COX1         16402     17946      -     15069     16514      +    -1333    -1432   DIFF
